,price,product_name,servings,weight
3601,99p,Hovis Wholemeal Medium,". *Reference Intake (RI) of an average adult (8400kJ / 2000kcal), This loaf contains 20 slices",800g
3602,£1.04,Allinson's The Champion Wholemeal,". † RI = Reference Intake, This pack typically contains 14 slices (including crusts)",650g
3603,85p,Hovis Wholemeal Sliced Bread,". *Reference Intake (RI) of an average adult (8400kJ/2000kcal), This loaf contains approx 14 slices",400g
3604,60p,Essential Wholemeal Medium Sliced Bread,Typical values as sold. Contains 22 Servings,800g
3605,85p,Warburtons Wholemeal,. Contains 17 slices,400g
3606,£1.30,Waitrose Wholemeal Farmhouse Medium,Typical values as sold. Contains 22 Servings,800g
3607,£1.50,Waitrose Duchy wholemeal batch,Typical values. Contains 16 Servings,800g
3608,99p,Hovis wholemeal thick,". * Reference Intake (RI) of an average adult (8400kJ / 2000kcal), This loaf contains approx. 17 slices",800g
3609,£1.50,Cranks wholelotta loaf wholemeal bread,". * Reference Intake (RI) of an average adult (8400kJ / 2000kcal), This loaf contains approx. 17 slices",800g
3610,£1.30,Waitrose Wholemeal Farmhouse Thick,Typical values as sold. Contains 18 Servings,800g
3611,90p,Waitrose Wholemeal Farmhouse Thick,Typical values as sold. Contains 12 Servings,400g
3612,£1.30,Waitrose Brown & Linseed Half Bloomer,Typical values as sold. Contains 9 Servings,400g
3613,£2.50,No.1 Spelt Sourdough Bread,Typical values as sold. Contains 10 Servings,500g
3614,£2.00,No.1 Wheat & Rye Sourdough Sliced,Typical values as sold. Contains 10 Servings,500g
3615,£3.50,Bertinet Bakery Malted Wheat Sourdough Sliced,Typical values as sold. Contains 10 Servings,1000g
3616,£2.00,No.1 Malt Sourdough Bread with Seeds,Typical values as sold. Contains 10 Servings,500g
3617,£2.50,No.1 Rye and Wheat Dark Sourdough Bread,Typical values as sold. Contains 10 Servings,500g
3618,£2.50,Waitrose Free From Sourdough,Typical values as sold. Contains 6 Servings,400g
3619,£3.90,GAIL's San Francisco Sourdough 650g,Typical values as sold. Contains 6 Servings,each
3620,£1.95,Bertinet Bakery Malted Wheat Sourdough Loaf,Typical values as sold. Contains 6 Servings,500g
3621,£2.95,Schär Gluten Free Deli Style Sourdough,. *RI = Reference intake of an average adult (8 400 kJ/2 000kcal),240g
3622,£2.89,Waitrose No. 1 Sourdough with Dark Ale,Typical values as sold. Contains 8 Servings,each
3623,£1.30,Rankin selection Irish brown soda bread,Typical values as sold. Contains 8 Servings,400g
3624,£1.29,Jackson's Half Brown Bloomer,. *RI - Reference Intake,400g
3625,£1.50,Waitrose Heyford Half Bloomer,Typical values as sold. Contains 16 Servings,400g
3626,£1.25,Rankin selection stoneground Irish wheaten sliced,Typical values as sold. Contains 16 Servings,400g
3627,£2.55,Genius Soft Brown Farmhouse Loaf,". *Reference intake of an average adult (8400kJ/2000kcal), Number of servings: 15. Servings size: 36g",535g
3628,£1.10,Schneider Brot German vollkornbrot 10 slices,". *Reference intake of an average adult (8400kJ/2000kcal), Number of servings: 15. Servings size: 36g",500g
3629,£1.39,Schneider Brot sunflower seed bread rye & sunflower seed,". *Reference intake of an average adult (8400kJ/2000kcal), Number of servings: 15. Servings size: 36g",500g
3630,£1.89,The Village Bakery Rye Bread,". *Reference intake of an average adult (8400kJ/2000kcal), Number of servings: 15. Servings size: 36g",800g
3631,£2.99,The Heart of Nature Pure Grain Bread,. Intake of an average adult (8400kJ / 2000kCal),550g
3632,£1.65,Cohens Bakery Buckingham rye bread,. Additional Information 20.1% of calories from Fat 69.9% from Carbohydrates 10% from Protein,400g
3633,99p,Hovis Best of Both Medium,". *Reference Intake (RI) of an average adult (8400kJ / 2000kcal), This loaf contains 20 slices",750g
3634,99p,Hovis best of both thick,". *Reference Intake (RI) of an average adult (8400kJ / 2000kcal), This loaf contains 16 slices",750g
3635,£1.40,Rankin selection 4 Irish potato slims,". *Reference Intake (RI) of an average adult (8400kJ / 2000kcal), This loaf contains 16 slices",240g
3636,£1.80,Wholemeal Heyford,Typical values as sold. Contains 16 Servings,800g
3637,£1.00,White Farmhouse,Typical values. Contains 8 Servings,400g
3638,£1.20,Duchy Organic Wholemeal Farmhouse,Typical values. Contains 8 Servings,400g
3639,£1.00,Wholemeal Farmhouse,Typical values. Contains 8 Servings,400g
3640,£1.80,Granary ® Loaf,Typical values as sold. Contains 16 Servings,800g
3641,£1.30,Wholemeal Heyford,Typical values as sold. Contains 8 Servings,400g
3642,£1.30,White Sandwich,. Contains 16 Servings,800g
3643,£1.50,White Sourdough Tin 700g,Typical values. Contains 14 Servings,each
3644,£1.40,Wholemeal Loaf,Typical values. Contains 16 Servings,800g
3645,£2.50,San Francisco Sourdough Style Bloomer,Typical values as sold. Contains 8 Servings,400g
3646,£2.75,No.1 White Sourdough,Typical values. Contains 8 Servings,400g
3647,£1.10,Tiger Bloomer 600g,Typical values as sold. Contains 12 Servings,each
3648,£1.90,Stonebaked White Boule,Typical values. Contains 8 Servings,400g
3649,£1.50,Duchy Organic Wholemeal Bloomer,. Contains 4 Servings,400g
3650,£1.40,Poppy Seed White Bloomer,Typical values. Contains 8 Servings,400g
3651,£2.50,Brown San Francisco Style Sourdough Boule,Typical values as consumed. Contains 8 Servings,400g
3652,£2.00,Cheese Boule,Typical values as sold. Contains 6 Servings,each
3653,£2.50,Seeded Sourdough Bloomer,Analysis. Contains 8 Servings,400g
3654,£1.00,White Tin,Typical values. Contains 8 Servings,400g
3655,£1.50,Duchy Organic Seeded Brown Bloomer 400g,Typical values as sold. Contains 4 Servings,each
3656,£2.00,Light Rye Boule 400g,Typical values as sold. Contains 8 Servings,each
3657,£3.00,No.1 Spelt & Rye Sourdough,Typical values. Contains 10 Servings,500g
3658,£1.50,Six Seeded Small Loaf,Typical values. Contains 8 Servings,400g
3659,£4.00,Gails Seeded Sourdough 650g,Typical values. Contains 8 Servings,each
3660,£3.00,No.1 Apricot & Fennel Sourdough 400g,Typical values. Contains 8 Servings,each
3661,£3.90,GAIL's Dark Sourdough 650g,Typical values. Contains 8 Servings,each
3662,£3.50,Gail's Mixed Olive Sourdough,Typical values. Contains 8 Servings,each
3663,£2.00,Three Cheese Bloomer,Typical values as consumed. Contains 3 Servings,each
3664,£3.90,GAIL's White Sourdough 650g,Typical values as consumed. Contains 3 Servings,each
3665,£3.00,"No.1 Sun Dried Tomato, Onion & Basil Sourdough",Typical values. Contains 8 Servings,400g
3666,£2.75,No.1 5 Seeds White Sourdough,Typical values. Contains 8 Servings,400g
3667,£2.75,No.1 Kalamata Olive Sourdough,Typical values,400g
3668,£4.50,GAIL's Potato & Rosemary Sourdough 650g,Typical values,each
3669,£4.20,Gail's Currant and Sour Cherry Sourdough Loaf 500g,Typical values,each
3670,£2.00,Ancient Grains Loaf,Typical values. Contains 1 Servings,400g
3671,£3.50,No.1 Mixed Olive & Feta Sourdough,Typical values. Contains 8 Servings,400g
3672,90p,Essential Baguette,Typical values as sold. Contains 8 Servings,400g
3673,60p,Small Baguette,Typical values as sold. Contains 1 Servings,each
3674,£1.20,Flute,Typical values as sold. Contains 8 Servings,400g
3675,£1.50,Sourdough Baguette,Typical values. Contains 1 Servings,each
3676,£2.00,Mixed Olive Ficelle,Typical values as sold. Contains 6 Servings,each
3677,60p,Sourdough with Mixed Seeds Demi Baguette,Typical values as sold. Contains 1 Servings,each
3678,£1.50,Mixed Seed Baguette,Typical values as sold. Contains 8 Servings,400g
3679,60p,Poppy Seed Demi Baguette,Typical values as sold. Contains 50 Servings,each
3680,£2.50,White Sourdough Twist,Typical values. Contains 1 Servings,500g
3681,50p,Mixed Olive Roll,Typical values as sold. Contains 1 Servings,each
3682,50p,Stone Baked Pain Rustique Roll,Typical values as sold. Contains 1 Servings,each
3683,35p,Crusty Roll,Typical values as sold. Contains 1 Servings,each
3684,50p,Cheese Rustique,Typical values as sold. Contains 1 Servings,each
3685,50p,Stone Baked Paysan Rustique Roll,Typical values as sold. Contains 1 Servings,each
3686,35p,Rustic Wholemeal Roll,Typical values as sold. Contains 1 Servings,each
3687,50p,Waitrose Ciabatta Roll,Typical values as sold. Contains 1 Servings,each
3688,50p,Malted Wheat Rolls,Typical values as sold. Contains 1 Servings,each
3689,35p,Tiger Roll,Typical values as sold. Contains 1 Servings,each
3690,40p,Black Olive Petite Ficelle,Typical values. Contains 1 Servings,each
3691,75p,Essential White Floured Baps,. Contains 6 Servings,6s
3692,£1.10,Waitrose Soft & Floury White Rolls,Typical values as sold. Contains 4 Servings,4s
3693,80p,Essential White Finger Rolls,. Contains 6 Servings,6s
3694,80p,essential Waitrose White Giant Baps,. Contains 4 Servings,4s
3695,£1.50,Waitrose Mature Cheddar Rolls,Typical values as sold. Contains 4 Servings,4s
3696,£1.50,No.1 Sourdough Rolls,Typical values. Contains 4 Servings,4s
3697,£1.29,Jackson's 4 White Rolls,. *Reference Intake,287g
3698,80p,Waitrose Submarine Rolls,Typical values as sold. Contains 2 Servings,2s
3699,£2.05,Schär Gluten Free White Ciabatta Rolls,. * RI = Reference intake of an average adult (8400kJ/2000kcal),4x50g
3700,£2.50,Waitrose Free From Soft White Rolls,Typical values as sold. Contains 4 Servings,4s
3701,£1.50,Genius Gut Lovin' White Rolls,". *Reference intake of an average adult (8400kJ/2000kcal), Number of Servings: 2, Serving Size 70g",2s
3702,£1.20,Waitrose Wholemeal Seeded Rolls,Typical values as sold. Contains 4 Servings,4s
3703,75p,Essential Wholemeal Baps,. Contains 6 Servings,6s
3704,80p,Essential Wholemeal Giant Baps,. Contains 4 Servings,4s
3705,£1.70,Waitrose Assorted Mini Rolls,Typical values. Contains 3 Servings,12s
3706,£2.50,Waitrose Free From Seeded Rolls,Typical values as sold. Contains 4 Servings,4s
3707,£1.50,Waitrose large mixed rolls,Typical values. Contains 2 Servings,6s
3708,£1.20,Waitrose Heyford Rolls,Typical values as sold. Contains 4 Servings,4s
3709,£1.29,Jackson's 4 Brown Rolls,. *Reference Intake,296g
3710,£2.05,Schär Gluten Free Brown Ciabatta Rolls,. *RI = Reference intake of an average adult (8 400 kJ/2 000 kcal),4x50g
3711,£1.60,New York Bakery Co Plain Bagels,. 1 serving = 1 bagel (90g),5s
3712,£1.60,New York Bakery Co sesame bagels,. 1 serving = 1 bagel (90g),5s
3713,£1.60,New York Bakery Co cinnamon & raisin bagels,. 1 serving = 1 bagel (90g),5s
3714,£1.60,New York Bakery Co red onion & chives bagels,. 1 serving = 1 bagel (90g),5s
3715,£1.60,New York Bakery Co Wholemeal Bagels,. 1 serving = 1 bagel (90g),5s
3716,£1.00,New York Bakery Co. Original Bagel Thins,. 1 serving = 1 bagel (45g),4s
3717,£1.60,Fitzgeralds Sourdough Bagels,. 1 serving = 1 bagel (45g),5s
3718,£1.80,New York Bakery Co Deli Bagels Four Cheese,. 1 portion = 1 bagel (90g),4s
3719,£1.60,Fitzgeralds Multiseed & Cereal Bagel Slims,. 1 portion = 1 bagel (90g),6s
3720,£2.00,New York Bakery Co. Gluten Free Original Bagels,. 1 serving = 1 bagel (72g),4s
3721,£1.00,New York Bakery Co. Soft Seeded Bagel Thins,. 1 serving = 1 bagel (45g),4s
3722,£1.80,New York Bakery Co Deli Bagels Everything,. 1 portion = 1 bagel (90g),4s
3723,£1.60,Fitzgeralds Multiseed & Cereal Bagels,. 1 portion = 1 bagel (90g),5s
3724,£1.60,Fitzgeralds Poppy Seed Bagels,. 1 portion = 1 bagel (90g),5s
3725,£1.50,Genius Plain Bagels,". *Reference intake of an average adult (8400kJ/2000kcal), Number of servings: 4. Serving size: 71g",4s
3726,£2.00,New York Bakery Co. Gluten Free Seeded Bagels,. 1 portion = 1 bagel (72g),4s
3727,£1.50,Genius Cinnamon & Raisin Bagels,". *Reference intake of an average adult (8400kJ/2000kcal), Number of Servings: 4. Serving size: 70g",4s
3728,£1.60,Fitzgeralds Ancient Grains Bagels,". *Reference intake of an average adult (8400kJ/2000kcal), Number of Servings: 4. Serving size: 70g",5s
3729,£1.60,Fitzgeralds Sesame Seed Bagels,". *Reference intake of an average adult (8400kJ/2000kcal), Number of Servings: 4. Serving size: 70g",5s
3730,£1.00,Warburtons brown sliced sandwich thins,". *Reference intake of an average adult (8400kJ/2000kcal), Number of Servings: 4. Serving size: 70g",6s
3731,£1.00,Warburtons soft white sandwich thins,". *Reference intake of an average adult (8400kJ/2000kcal), Number of Servings: 4. Serving size: 70g",6s
3732,£2.00,Waitrose Free From Sandwich Thins,Typical values as sold. Contains 4 Servings,4s
3733,£1.91,Warburtons Gluten Free White Thins,. *Nutrient Reference Value,4s
3734,£1.40,Heston from Waitrose Brioche Burger Buns,Typical values. Contains 2 Servings,2s
3735,£1.60,Waitrose rich & buttery burger buns,Typical values. Contains 4 Servings,4s
3736,£1.50,The Country Miller 4 Brioche Burger Buns,Typical values. Contains 4 Servings,4s
3737,£1.50,Genius Brioche Burger Buns,". *Reference intake of an average adult (8400kJ/2000kcal), Number of servings: 2. Serving size: 70g",2x70g
3738,£1.30,Make No Bones Vegan Brioche Buns,". *Reference intake of an average adult (8400kJ/2000kcal), Number of servings: 2. Serving size: 70g",4s
3739,£1.60,Waitrose Rich & Buttery Hot Dog Rolls,Typical values. Contains 4 Servings,4s
3740,£2.00,Crosta & Mollica Pane Pugliese,Typical values. Contains 4 Servings,400g
3741,40p,White Petite Ficelle,Typical values. Contains 1 Servings,each
3742,£1.25,Waitrose Ciabatta Rolls,Typical values as sold. Contains 4 Servings,4s
3743,£1.75,Waitrose Half Ciabattas,Typical values as sold. Contains 2 Servings,2s
3744,£1.80,Waitrose Mixed Olive Ciabatta,Typical values as sold. Contains 4 Servings,2s
3745,£1.70,Waitrose plain ciabatta,Typical values as sold. Contains 4 Servings,270g
3746,£1.80,Sourdough Ciabatta,Typical values as sold. Contains 4 Servings,270g
3747,£1.35,Deli Kitchen Greek Style Flatbreads,". *Reference intake of an average adult (8400kJ / 2000Kcal), This pack contains 4 servings",4s
3748,£1.79,Crosta & Mollica Wholeblend Piadina Italian Flatbreads,". *Reference intake of an average adult (8400kJ / 2000Kcal), This pack contains 4 servings",300g
3749,£1.79,Crosta & Mollica Piadina Flatbreads,". *Reference intake of an average adult (8400kJ / 2000Kcal), This pack contains 4 servings",300g
3750,£1.25,Deli Kitchen Seeded Folded Flatbreads,"% RI*. *Reference intake of an average adult (8400kJ / 2000kcal), This pack contains 6 servings",6s
3751,£1.25,Deli Kitchen Plain Folded Flatbreads,". *Reference intake of an average adult (8400kJ / 2000kcal), This pack contains 6 servings",6s
3752,£1.00,Crosta & Mollica Mini Piadina,". *Reference intake of an average adult (8400kJ / 2000kcal), This pack contains 6 servings",100g
3753,£1.25,Deli Kitchen Wholemeal Folded Flatbread,". *Reference intake of an average adult (8400kJ / 2000kcal), This pack contains 6 servings",6s
3754,£1.50,Deli Kitchen Sliced Focaccia,". *Reference intake of an average adult (8400kJ / 2000Kcal), This pack contains 4 servings",4s
3755,£1.80,Waitrose Rosemary & Rock Salt Focaccia,Typical values as sold. Contains 2 Servings,2s
3756,£1.50,Waitrose 4 panini,Typical values as sold. Contains 4 Servings,4s
3757,£2.00,BFree 2 Panini Rolls,". **This pack contains 2 portions (2 x75g Paninis), Reference intake of an average adult 8,400kJ / 2000kcal",150g
3758,£2.89,Waitrose coffee & walnut cake,Typical values as sold. Contains 8 Servings,150g
3759,£2.89,Waitrose Fruit Cake,Typical values as sold. Contains 8 Servings,150g
3760,£2.89,Waitrose Lemon Drizzle Cake,Typical values as sold. Contains 8 Servings,150g
3761,£2.89,Waitrose Victoria sponge cake,. Contains 8 Servings,150g
3762,£1.50,Waitrose Raspberry Swiss Roll,Typical analysis. Contains 8 Servings,each
3763,£5.25,No.1 Victoria Sponge,Typical values as sold. Contains 12 Servings,each
3764,£2.89,Waitrose carrot cake,Typical values as sold. Contains 8 Servings,each
3765,£1.50,Waitrose Chocolate Swiss Roll,Typical analysis. Contains 8 Servings,each
3766,£2.89,Waitrose Belgian chocolate cake,Typical values as sold. Contains 8 Servings,each
3767,£5.25,No.1 Lemon & Lime Drizzle Cake,Typical values as sold. Contains 12 Servings,each
3768,£5.25,No.1 Chocolate Indulgent Cake,Typical values as sold. Contains 12 Servings,each
3769,£1.50,Waitrose Lemon Swiss Roll,Typical analysis. Contains 8 Servings,each
3770,£5.25,No. 1 Coffee & Caramel Cake,Typical values as sold. Contains 12 Servings,each
3771,£2.89,Waitrose salted caramel cake,Typical values as sold. Contains 8 Servings,each
3772,£5.25,No.1 Apple & Rhubarb Crumble Cake,Typical values as sold. Contains 12 Servings,each
3773,£6.50,No.1 Strawberry & Clotted Cream Cake,Typical values as sold. Contains 12 Servings,each
3774,£5.25,No.1 Carrot & Passionfruit Cake,Typical values as sold. Contains 12 Servings,each
3775,£6.50,"No.1 Pear, Ginger & Blond White Chocolate Cake",Typical values as sold. Contains 12 Servings,each
3776,£2.00,Waitrose vanilla butterfly cakes,Typical values. Contains 4 Servings,4s
3777,£5.00,6 Tea Time Fairy Cakes,Typical values. Contains 4 Servings,each
3778,£1.50,Essential Iced Fairy Cakes,. Contains 6 Servings,6s
3779,£2.50,Waitrose chocolate cupcakes,Typical values. Contains 4 Servings,4s
3780,£1.00,Essential Plain Fairy Cakes,Typical values as sold. Contains 12 Servings,12s
3781,£3.00,Waitrose Coffee & Walnut Mini Cupcakes,. Contains 1 Servings,9s
3782,£3.00,Waitrose Chocolate Mini Cupcakes,. Contains 1 Servings,9s
3783,£2.50,Waitrose Lemon & Lime Cupcakes,Typical values. Contains 4 Servings,4s
3784,£5.00,4 Buttercream Topped Cupcakes,Typical values. Contains 4 Servings,each
3785,£3.00,Waitrose Mini Cupcake Collection,. Contains 1 Servings,9s
3786,£5.00,6 Chocolate Fairy Cakes,. Contains 1 Servings,each
3787,£3.25,Waitrose Mini Caramel Cupcakes,Typical values as sold. Contains 9 Servings,9s
3788,£1.30,Gluten-Free Chocolate & Hazelnut Cupcake,Typical values as sold. Contains 1 Servings,each
